Date,Open,High,Low,Close,Adj Close,Volume
2007-12-27,21.097706,22.519848,20.958618,22.519848,18.472713,21155589
2007-12-28,23.288742,23.441896,21.438395,21.949429,18.004805,46520777
2008-01-02,21.722824,21.722824,19.755266,20.472589,16.793375,34170076
2008-01-03,20.785149,22.519848,20.472589,22.519848,18.472713,31406115
2008-01-04,23.129337,24.379572,22.837095,23.287180,19.102139,27981272
2008-01-07,22.066639,23.232483,21.705633,22.280741,18.276571,25269333
2008-01-08,22.094769,22.691755,21.410265,22.194786,18.206066,18514613
2008-01-09,22.174471,22.676126,21.724386,22.519848,18.472713,10201062
2008-01-10,22.676126,22.816778,21.253986,21.253986,17.434338,21870911
2008-01-11,21.255548,21.408703,20.724199,21.360256,17.521515,11232664
2008-01-14,21.182096,21.236795,20.735138,20.941427,17.177958,8042856
2008-01-15,20.941427,21.021130,19.967808,20.156904,16.534422,21302563
2008-01-16,19.816216,20.608553,19.613052,20.003752,16.408791,11680951
2008-01-17,19.770895,20.657000,19.770895,20.467901,16.789526,12498045
2008-01-18,20.472589,20.814840,20.158468,20.675753,16.960024,8331083
2008-01-21,20.941427,22.033819,20.710135,20.861725,17.112576,16871478
2008-01-22,20.472589,20.472589,18.775396,18.816029,15.434520,19145861
2008-01-23,19.066074,19.378633,17.815842,19.222355,15.767827,19683366
2008-01-24,19.277052,20.363194,18.911360,19.675566,16.139584,11253415
2008-01-25,19.689631,20.313185,19.552105,19.569296,16.052416,6967844
2008-01-28,19.527100,19.566170,17.942427,19.363007,15.883201,10398305
2008-01-29,21.097706,21.299307,20.316311,21.299307,17.471519,23278314
2008-01-30,21.660313,21.925987,20.941427,21.566544,17.690729,19758277
2008-01-31,21.566544,21.582172,20.141277,20.141277,16.521601,12777596
2008-02-01,19.675566,19.689631,18.253424,19.064512,15.638349,12881909
2008-02-04,19.706821,20.628868,19.706821,20.438208,16.765171,9888999
2008-02-05,19.769333,21.094582,19.695881,20.621054,16.915159,8083610
2008-02-13,20.331938,22.683941,20.317873,22.683941,18.607315,21751734
2008-02-14,22.505783,22.938677,22.051010,22.308870,18.299646,10193991
2008-02-15,22.535477,23.938864,22.193224,22.785522,18.690641,15664863
2008-02-18,23.137152,24.004501,22.785522,23.605989,19.363657,13799785
2008-02-19,23.605989,23.605989,23.605989,23.605989,19.363657,0
2008-02-20,23.718510,23.909170,22.360443,22.433893,18.402205,11880792
2008-02-21,23.441896,24.678064,23.285618,24.678064,20.243065,26544563
2008-02-22,24.223293,24.690569,23.598175,24.202976,19.853357,13602741
2008-02-25,24.388948,24.671814,23.019941,23.520037,19.293154,11479280
2008-02-26,24.067013,24.359257,21.438395,22.191662,18.203503,17264332
2008-02-27,22.466713,23.282492,21.010189,23.185598,19.032221,13639108
2008-02-28,22.816778,25.373508,22.351067,24.007627,19.706995,19008591
2008-02-29,24.160782,26.404951,23.754456,26.129900,21.449089,24953280
2008-03-03,26.098644,27.652061,25.817343,26.626867,21.857031,30013470
2008-03-04,26.629993,26.748766,25.779835,25.936113,21.290016,13238969
2008-03-05,25.686068,26.629993,24.642120,25.073452,20.581892,14020496
2008-03-06,24.910921,25.623554,24.067013,24.442083,20.063625,14346256
2008-03-07,24.067013,25.395388,23.941990,24.829657,20.381767,9500678
2008-03-10,24.629620,24.629620,22.710508,22.910545,18.806437,11575291
2008-03-11,22.441708,23.285618,21.444647,22.785522,18.703815,10361544
2008-03-12,23.238733,23.441896,21.566544,21.566544,17.703197,10726736
2008-03-13,20.941427,21.466526,20.253798,21.125837,17.341438,10073764
2008-03-14,20.657000,22.157280,20.653873,21.444647,17.603136,8343478
2008-03-17,20.938301,21.213352,19.300493,19.300493,15.843079,16001715
2008-03-18,18.378447,18.878540,17.372007,17.372007,14.260051,14136308
2008-03-19,17.972120,18.440958,17.131336,17.815842,14.624380,11932983
2008-03-20,17.347004,19.369257,16.284304,18.809776,15.440266,19362383
2008-03-21,18.816029,19.516159,18.503469,18.756641,15.396648,11885901
2008-03-24,18.719135,18.722261,17.378260,17.415766,14.295972,13164461
2008-03-25,16.565605,17.375134,16.409327,16.756268,13.754615,10653991
2008-03-26,16.565605,18.378447,15.815466,18.378447,15.086201,44451815
2008-03-27,17.534538,19.062950,17.503283,17.762707,14.580765,33698469
2008-03-28,17.287617,18.475340,16.346815,18.125275,14.878384,22785495
2008-03-31,17.503283,17.634558,16.534351,16.534351,13.572451,18238102
2008-04-01,16.253048,16.718760,14.880915,14.880915,12.215204,23378996
2008-04-02,14.877790,15.190348,13.402513,13.655686,11.209458,20844665
2008-04-03,13.655686,14.487092,13.340001,14.205789,11.661019,14446054
2008-04-07,13.911984,15.599800,13.633807,15.534163,12.751433,19728056
2008-04-08,15.312246,15.984247,15.065325,15.596675,12.802746,19049949
2008-04-09,15.340377,15.581047,14.046384,14.068263,11.548126,14711029
2008-04-10,13.783835,15.155967,13.755704,14.971557,12.289609,13006283
2008-04-11,15.277865,15.571670,14.940302,15.152841,12.438419,10366685
2008-04-14,14.690255,14.877790,13.771332,13.777583,11.309522,13431333
2008-04-15,13.915109,14.724636,13.340001,14.705883,12.071527,16958463
2008-04-16,14.658999,14.784022,13.674439,13.999500,11.491684,12252802
2008-04-17,14.065137,14.549603,13.871351,14.158905,11.622533,10171672
2008-04-18,14.121398,14.121398,12.971182,13.299369,10.916970,13269833
2008-04-21,14.471464,14.558980,13.127462,13.640058,11.196631,15235938
2008-04-22,13.640058,13.690067,12.814903,13.502532,11.083740,9645134
2008-04-23,13.340001,14.252673,13.202476,14.062012,11.542997,12431402
2008-04-24,15.312246,15.468526,14.690255,15.468526,12.697553,30786612
2008-04-25,15.096581,16.128023,14.940302,15.371632,12.618018,20857722
2008-04-28,15.005939,15.406014,14.627743,15.002813,12.315267,14411514
2008-04-29,14.934050,16.065514,14.909046,15.721698,12.905374,19617900
2008-04-30,15.809215,16.956305,15.809215,16.659374,13.675078,19324797
2008-05-05,17.096956,17.906483,16.506220,17.722073,14.547408,20965791
2008-05-06,17.487654,18.034632,17.131336,17.153217,14.080456,16663184
2008-05-07,17.159468,17.659561,16.256172,16.284304,13.367196,16114362
2008-05-08,16.081141,17.378260,15.977996,17.347004,14.239527,16136732
2008-05-09,17.503283,18.406576,17.440771,18.037758,14.806541,23477752
2008-05-12,17.690817,18.278427,17.472027,17.997126,14.773188,14550534
2008-05-13,17.378260,17.909609,17.190723,17.378260,14.265186,17111993
2008-05-14,17.343878,18.128399,17.221979,18.065887,14.829637,10197306
2008-05-15,18.131525,18.659748,17.628305,17.628305,14.470440,12528772
2008-05-16,17.540789,17.903357,17.000063,17.253235,14.162554,9830402
2008-05-19,17.253235,17.687693,17.081327,17.372007,14.260051,5501972
2008-05-20,17.347004,17.659561,16.034258,16.253048,13.341539,9635958
2008-05-21,16.253048,16.946928,15.643558,16.759394,13.757179,11220112
2008-05-22,16.878164,18.219042,16.646872,17.515785,14.378075,20139937
2008-05-23,17.284491,17.678314,17.034445,17.206352,14.124074,8308118
2008-05-26,17.221979,17.812716,17.081327,17.393887,14.278010,10402864
2008-05-27,17.428268,17.456398,16.693754,17.037571,13.985529,7618711
2008-05-28,17.037571,17.456398,16.721886,17.340752,14.234396,7535556
2008-05-29,17.334501,17.893982,17.221979,17.278240,14.183084,9443508
2008-05-30,17.278240,17.440771,16.537476,16.784397,13.777704,7674841
2008-06-02,16.784397,16.878164,16.384321,16.534351,13.572451,5824181
2008-06-03,16.721886,16.871914,16.412453,16.653124,13.669948,4065416
2008-06-04,16.528099,16.562481,15.784210,15.909233,13.059315,9250971
2008-06-05,15.752954,15.752954,15.190348,15.377884,12.623149,6550937
2008-06-06,15.627931,15.743577,15.371632,15.627931,12.828403,3913649
2008-06-10,14.862162,15.377884,14.065137,14.065137,11.545563,8455309
2008-06-11,13.755704,14.252673,13.596299,13.877602,11.391622,6823667
2008-06-12,13.830718,14.049509,12.821154,13.321248,10.934931,6185684
2008-06-13,13.321248,13.721323,12.974308,13.136838,10.783555,4720864
2008-06-16,13.158717,13.440020,12.971182,13.183722,10.822042,4881797
2008-06-17,13.193099,13.333750,11.864725,11.864725,9.739325,9279516
2008-06-18,11.745952,12.814903,10.948928,12.558605,10.308905,13213290
2008-06-19,12.342939,12.436707,11.302119,11.302119,9.277500,8242876
2008-06-20,11.677190,12.392949,11.314622,12.152279,9.975367,11204765
2008-06-23,11.924111,12.561730,11.783459,12.283553,10.083122,7163875
2008-06-24,12.192911,12.736763,12.064762,12.542977,10.296078,5905938
2008-06-25,12.542977,13.283741,12.439833,13.283741,10.904143,7449962
2008-06-26,13.596299,14.027630,13.252485,13.668188,11.219721,8805992
2008-06-27,13.127462,13.540039,12.564856,12.752391,10.467976,7983791
2008-06-30,12.439833,12.939926,12.255423,12.511721,10.270419,4848888
2008-07-01,12.511721,12.808652,12.136651,12.474214,10.239632,3698912
2008-07-02,12.502344,12.896168,12.377321,12.868038,10.562906,7039213
2008-07-03,12.564856,13.846346,12.402326,13.658811,11.212024,10443308
2008-07-04,12.292930,12.783647,12.292930,12.292930,10.090821,15675443
2008-07-07,11.445896,12.189786,11.102082,12.049134,9.890698,51136285
2008-07-08,11.874101,12.149153,11.627180,11.899106,9.767545,22931391
2008-07-09,11.924111,13.089955,11.783459,13.089955,10.745071,34905308
2008-07-10,13.002438,13.783835,12.783647,13.096206,10.750201,42168461
2008-07-11,13.127462,13.314997,12.505470,12.811777,10.516726,19554008
2008-07-14,12.752391,13.189973,12.599237,13.030568,10.696322,12246435
2008-07-15,13.036820,13.233731,12.033506,12.127274,9.954842,20522962
2008-07-16,12.108520,12.811777,11.974120,12.346065,10.134439,17080991
2008-07-17,12.721135,12.799275,11.877227,11.895981,9.764981,14424772
2008-07-18,12.033506,12.339814,11.314622,12.083516,9.918921,14451337
2008-07-21,11.970995,12.414828,11.799087,12.305432,10.101083,12166824
2008-07-22,12.305432,12.705507,12.221042,12.361693,10.147268,10718990
2008-07-23,12.496093,12.624242,11.905357,12.049134,9.890698,14136855
2008-07-24,12.099144,12.214790,11.833469,12.183535,10.001024,14125628
2008-07-25,12.039758,12.080390,11.830343,11.877227,9.749587,11368363
2008-07-28,12.036632,12.130400,11.908483,11.989748,9.841950,7708928
2008-07-29,11.877227,12.174158,11.720948,12.039758,9.883000,9349113
2008-07-30,12.146027,12.186660,11.720948,11.774083,9.664920,8016899
2008-07-31,11.845971,11.899106,11.433394,11.439645,9.390389,7249747
2008-08-01,11.355254,11.845971,11.252110,11.658436,9.569988,6094783
2008-08-04,11.595924,11.595924,11.095831,11.102082,9.113297,6328390
2008-08-05,11.127086,11.252110,10.011252,10.089392,8.282017,14088825
2008-08-06,10.120648,10.170657,9.376758,9.839345,8.076763,10427231
2008-08-07,9.714321,9.939364,9.595549,9.808089,8.051105,4351881
2008-08-08,9.814340,10.030006,9.236107,9.339251,7.666254,8993858
2008-08-11,9.345502,9.345502,8.404701,8.404701,6.899115,9646516
